ID,Translation,Host_Lemma,Host_Trans,Form,Context
3154,ты держись от неё подальше (букв. отдали её от себя),мин>дуб,ты,дучIукуда,гьуй чIчIида дучIукуда
3155,курагу посушили под навесом,аркъва,навес,аркъвакьи,кIкIуркIкIун бекъо аркъвакьи
3156,подкладочный атлас,гьикьи,"внизу; вниз; под",гьикьи,гьикьи биккихаб атIлас 
3157,в знач. нареч. в паху,unclear,,АХЪВÁБАКЬИ,АХЪВÁБАКЬИ
3158,проблемы детей состарили меня,ургъал,"душевное беспокойство; озабоченност",ургъалакьи,ден макIилуб ургъалакьи вахаро 
3159,усердно поднимать хозяйство,гьикьи,"внизу; вниз; под",гьикьи,гьикьи ваха магIишат игьи  
3160,название местности,бахъур,"ком; комок",бахъуракьи,бáхъуракьи
3161,сено в сеновале убавилось,бегъва,сеновал,бегъвакьи,бегъвакьи гьунчIа асарив
3162,сложить сено в сеновал,бегъва,сеновал,бегъвакьи,гьунчIа бегъвакьи букIай 
3163,(наверное) в сеновале найдется,бегъва,сеновал,бегъвакьи,бегъвакьи мисикIаб
3164,остаток,гьикьи,"внизу; вниз; под",гьикьи,гьикьи беххваб 
3165,в пятом классе остался на второй год ,гьикьи,"внизу; вниз; под",гьикьи,иштуйлъаб каласалъи гьикьи вехху
3166,отстать (букв.остаться внизу),гьикьи,"внизу; вниз; под",гьикьи,гьикьи беххуй
3167,он постоянно в раздумьях,ургъал,"душевное беспокойство; озабоченност",ургъалакьи,гов тIокIаб биххуйчIада ургъалакьи вукIе 
3168,в саду много кузнечиков,ахи,сад,ахикьи,ахикьи кьонихи гъацIе ида 
3169,положить подушку под голову,гъва́ни,"голова; начало",гъванакьи,тагьара букIай гъванакьи 
3170,стоять у изголовья,гъва́ни,"голова; начало",гъванакьи,гъванакьи гьичIчIу вигъи
3171,не попадайся ему на глаза,гьай>гьа.ди/гьарде,глаз>на глазах/наяву,гьардукьи,гощуй гьардукьи вахи вигъасси
3172,девочка сидит в саду,ахи,сад,ахикьи,йешикIва макIи ахикьи гьачIчIахийикIа ида 
3173,посещения участились,гьикьи,"внизу; вниз; под",гьикьи-гьеа,гьикьи-гьеа гьиргъир (//гъир) цIцIикIкIив
3174,ты немного спустись пониже,гьикьи,"внизу; вниз; под",гьикьи,мин цеасар гьикьи
3175,я здесь внизу,гьикьи,"внизу; вниз; под",гьикьи,ден ару гьикьи ида
3176,"а) стелить что-л. внизу б) уложить кого-л. на лопатки;",гьикьи,"внизу; вниз; под",гьикьи,гьикьи тIами
